date,open,high,low,close,volume,amount
2021-04-28,181.68,192.99,181.16,188.89,23632614.0,8597828978.0
2021-04-29,190.84,196.54,189.32,195.56,18086320.0,6806129766.0
2021-04-30,191.96,201.74,189.35,199.77,25865106.0,9896566189.0
2021-05-06,200.71,200.71,189.65,197.63,18968026.0,7198512557.0
2021-05-07,197.63,199.45,188.43,189.02,15138529.0,5685506806.0
2021-05-10,187.74,192.47,185.27,189.5,12455280.0,4573789550.0
2021-05-11,186.3,190.37,181.67,188.67,11412084.0,4142445890.0
2021-05-12,188.88,189.94,183.0,186.05,13360160.0,4812795101.0
2021-05-13,182.34,184.65,179.97,180.69,11347605.0,4017576452.0
2021-05-14,181.94,185.53,176.61,184.76,17657660.0,6228877398.0
2021-05-17,185.27,193.45,185.27,192.06,19330918.0,7172265166.0
2021-05-18,191.45,195.15,188.6,189.96,8962010.0,3323751525.0
2021-05-19,188.62,195.57,186.82,193.02,11746435.0,4407782456.0
2021-05-20,194.43,197.57,190.47,194.4,12843969.0,4839062724.0
2021-05-21,196.99,199.31,189.89,193.29,14056597.0,5316782153.0
2021-05-24,195.57,199.97,193.6,199.66,16961148.0,6535959080.0
2021-05-25,200.42,203.8,198.5,203.56,14957705.0,5881748190.0
2021-05-26,203.29,205.85,197.96,198.36,12698850.0,4932244991.0
2021-05-27,199.43,200.71,196.52,197.63,7959838.0,3073473015.0
2021-05-28,200.71,216.92,200.71,210.8,27715051.0,11346592533.0
2021-05-31,214.09,224.17,213.06,223.41,20006312.0,8540083589.0
2021-06-01,216.15,221.81,214.36,218.9,15875357.0,6727933260.0
2021-06-02,220.84,223.2,215.78,218.47,11571216.0,4933369540.0
2021-06-03,219.24,220.41,211.01,213.47,12375991.0,5164432660.0
2021-06-04,215.64,226.19,213.66,222.44,18010150.0,7765736027.0
2021-06-07,218.13,218.21,205.86,209.72,21529447.0,8812647426.0
2021-06-08,207.92,218.65,207.92,210.8,16631690.0,6887633928.0
2021-06-09,210.49,214.09,207.4,210.68,9358239.0,3829137541.0
2021-06-10,211.05,228.84,211.05,223.68,19350231.0,8400201737.0
2021-06-11,227.99,235.63,221.33,232.61,19796063.0,8816469191.0
2021-06-15,233.14,234.63,224.13,229.02,10252153.0,4562143371.0
2021-06-16,226.91,228.4,214.61,216.25,13969365.0,5989483516.0
2021-06-17,218.34,225.28,218.34,223.62,10272398.0,4433456915.0
2021-06-18,225.0,234.27,225.0,231.59,15600042.0,7001105223.0
2021-06-21,232.52,234.63,226.56,233.03,12082314.0,5452180813.0
2021-06-22,231.68,233.65,226.56,231.71,8847005.0,3966367404.0
2021-06-23,233.69,242.92,232.36,241.09,12445699.0,5774145631.0
2021-06-24,243.5,244.4,237.77,240.5,9213246.0,4302188924.0
2021-06-25,243.43,245.49,236.22,245.09,9955534.0,4686222358.0
2021-06-28,245.09,258.86,241.02,254.19,14643927.0,7224070342.0
2021-06-29,264.35,267.41,259.5,261.7,15340180.0,7834685996.0
2021-06-30,261.96,278.94,256.3,275.23,14455682.0,7574604648.0
2021-07-01,276.26,277.91,266.59,272.51,11324700.0,5996925820.0
2021-07-02,269.74,275.42,262.3,267.41,13871718.0,7242849769.0
2021-07-05,265.17,272.21,261.6,267.37,14351499.0,7406241682.0
2021-07-06,267.74,278.54,258.43,265.29,18055540.0,9395935107.0
2021-07-07,267.74,279.33,261.11,279.33,18145691.0,9654261557.0
2021-07-08,283.7,294.26,279.4,287.9,15879012.0,8888330055.0
2021-07-09,287.82,287.82,275.23,281.07,15660730.0,8521226652.0
2021-07-12,286.33,297.09,286.33,291.32,15476312.0,8772503853.0
2021-07-13,288.34,298.43,284.22,289.89,13637065.0,7678988306.0
2021-07-14,285.76,289.3,278.55,283.89,12587871.0,6965504601.0
2021-07-15,280.61,292.91,278.58,292.46,13733347.0,7628510590.0
