stock,total_return,max_drawdown,trade_count,N,M,stop_loss,rsi_low,rsi_high,final_equity
600519.SH,0.056453,0.01528894720845977,46,20,5,0.03,20,75,1056453.0
600519.SH,0.056453,0.01528894720845977,46,20,5,0.03,25,75,1056453.0
600519.SH,0.056453,0.01528894720845977,46,20,5,0.03,30,75,1056453.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.05,20,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.05,25,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.05,30,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.08,20,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.08,25,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.08,30,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.1,20,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.1,25,75,1054354.0
600519.SH,0.054354,0.01845890233137754,44,20,5,0.1,30,75,1054354.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.05,20,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.05,25,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.05,30,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.08,20,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.08,25,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.08,30,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.1,20,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.1,25,70,1052782.0
600519.SH,0.052782,0.017161160169861155,36,20,5,0.1,30,70,1052782.0
600519.SH,0.04946,0.015402410575427683,38,20,5,0.03,20,70,1049460.0
600519.SH,0.04946,0.015402410575427683,38,20,5,0.03,25,70,1049460.0
600519.SH,0.04946,0.015402410575427683,38,20,5,0.03,30,70,1049460.0
600519.SH,0.049102,0.0218537983480397,40,20,10,0.05,20,75,1049102.0
600519.SH,0.049102,0.0218537983480397,40,20,10,0.05,25,75,1049102.0
600519.SH,0.049102,0.0218537983480397,40,20,10,0.05,30,75,1049102.0
600519.SH,0.04854,0.0156433497670047,48,20,3,0.03,20,75,1048540.0
600519.SH,0.04854,0.0156433497670047,48,20,3,0.03,25,75,1048540.0
600519.SH,0.04854,0.0156433497670047,48,20,3,0.03,30,75,1048540.0
600519.SH,0.047428,0.020301227815011137,44,20,10,0.03,20,75,1047428.0
600519.SH,0.047428,0.020301227815011137,44,20,10,0.03,25,75,1047428.0
600519.SH,0.047428,0.020301227815011137,44,20,10,0.03,30,75,1047428.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.05,20,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.05,25,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.05,30,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.08,20,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.08,25,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.08,30,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.1,20,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.1,25,75,1046848.0
600519.SH,0.046848,0.0156433497670047,48,20,3,0.1,30,75,1046848.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.08,20,75,1045975.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.08,25,75,1045975.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.08,30,75,1045975.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.1,20,75,1045975.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.1,25,75,1045975.0
600519.SH,0.045975,0.021885392511532025,40,20,10,0.1,30,75,1045975.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.05,20,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.05,25,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.05,30,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.08,20,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.08,25,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.08,30,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.1,20,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.1,25,70,1042679.0
600519.SH,0.042679,0.024443236844832815,34,20,10,0.1,30,70,1042679.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.08,20,70,1042495.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.08,25,70,1042495.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.08,30,70,1042495.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.1,20,70,1042495.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.1,25,70,1042495.0
600519.SH,0.042495,0.0418915295551493,85,5,10,0.1,30,70,1042495.0
600519.SH,0.042285,0.02045213361502439,36,20,10,0.03,20,70,1042285.0
600519.SH,0.042285,0.02045213361502439,36,20,10,0.03,25,70,1042285.0
600519.SH,0.042285,0.02045213361502439,36,20,10,0.03,30,70,1042285.0
600519.SH,0.04201,0.02944495831806256,80,10,5,0.05,20,70,1042010.0
600519.SH,0.04201,0.02944495831806256,80,10,5,0.05,25,70,1042010.0
600519.SH,0.04201,0.02944495831806256,80,10,5,0.05,30,70,1042010.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.05,20,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.05,25,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.05,30,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.08,20,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.08,25,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.08,30,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.1,20,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.1,25,70,1041784.0
600519.SH,0.041784,0.01575945995341476,40,20,3,0.1,30,70,1041784.0
600519.SH,0.0415,0.01575945995341476,40,20,3,0.03,20,70,1041500.0
600519.SH,0.0415,0.01575945995341476,40,20,3,0.03,25,70,1041500.0
600519.SH,0.0415,0.01575945995341476,40,20,3,0.03,30,70,1041500.0
600519.SH,0.04091,0.025403609417951476,52,20,5,0.03,20,80,1040910.0
600519.SH,0.04091,0.025403609417951476,52,20,5,0.03,25,80,1040910.0
600519.SH,0.04091,0.025403609417951476,52,20,5,0.03,30,80,1040910.0
600519.SH,0.040546,0.03604176886145669,97,5,5,0.05,20,70,1040546.0
